,home_team_goals_difference,away_team_goals_difference,games_won_home_team,games_won_away_team,games_against_won,games_against_lost,games_draw_home_team,games_draw_away_team,League_21518.0,League_24558.0,B365_Win,B365_Draw,B365_Defeat,BW_Win,BW_Draw,BW_Defeat,label
27,-8.0,-10.0,4.0,2.0,0.0,0.0,0.0,2.0,1,0,0.4767025089605735,0.27240143369175623,0.25089605734767023,0.46539379474940334,0.2863961813842482,0.24821002386634847,1.0
28,-5.0,10.0,1.0,7.0,0.0,0.0,4.0,1.0,1,0,0.1365138252854907,0.25482580719958264,0.6086603675149267,0.14224483395476878,0.24619298184479216,0.6115621842004391,0.0
29,3.0,-4.0,4.0,2.0,0.0,0.0,2.0,3.0,1,0,0.6543619089837492,0.21912812194605918,0.12650996907019152,0.6263219741480611,0.22914218566392483,0.1445358401880141,1.0
30,3.0,19.0,5.0,8.0,0.0,0.0,2.0,2.0,1,0,0.19154228855721392,0.2280265339966832,0.5804311774461027,0.21628498727735368,0.22391857506361323,0.5597964376590331,2.0
31,-6.0,0.0,3.0,4.0,0.0,0.0,2.0,2.0,1,0,0.3324808184143222,0.29923273657289,0.3682864450127877,0.34010564811052413,0.30719219829337663,0.3527021535960991,1.0
32,-5.0,0.0,1.0,3.0,0.0,0.0,5.0,4.0,1,0,0.3872529245663574,0.2964905203711174,0.3162565550625252,0.3741701870850936,0.30778515389257693,0.3180446590223295,1.0
33,15.0,7.0,8.0,5.0,0.0,0.0,1.0,4.0,1,0,0.8901061280383429,0.0732625813077713,0.03663129065388565,0.8837525492861998,0.07953772943575799,0.03670972127804215,1.0
34,0.0,-5.0,4.0,3.0,0.0,0.0,3.0,2.0,1,0,0.6983240223463686,0.18994413407821228,0.11173184357541899,0.7005604483586869,0.19055244195356286,0.10888710968775019,2.0
35,-3.0,-4.0,1.0,4.0,0.0,0.0,2.0,3.0,1,0,0.44134505158578524,0.28754298815437523,0.2711119602598395,0.43421052631578944,0.28289473684210525,0.28289473684210525,2.0
36,-10.0,-7.0,2.0,1.0,0.0,0.0,3.0,4.0,1,0,0.4540461369461735,0.3075796411570853,0.23837422189674112,0.4454368932038835,0.301747572815534,0.2528155339805825,0.0
37,12.0,3.0,8.0,4.0,0.0,0.0,1.0,3.0,1,0,0.6086603675149267,0.25482580719958264,0.1365138252854907,0.5892620527978799,0.2580012231169096,0.1527367240852105,2.0
38,-12.0,-4.0,1.0,2.0,0.0,0.0,1.0,4.0,1,0,0.41401273885350315,0.2929936305732484,0.2929936305732484,0.40822528363047,0.28889789303079416,0.3028768233387358,0.0
39,18.0,-13.0,8.0,1.0,0.0,0.0,2.0,1.0,1,0,0.8677685950413222,0.08677685950413223,0.04545454545454545,0.874089490114464,0.0801248699271592,0.04578563995837669,2.0
40,0.0,4.0,4.0,6.0,0.0,0.0,3.0,2.0,1,0,0.39616613418530355,0.2971246006389776,0.30670926517571884,0.3815583602795452,0.30155418796286637,0.3168874517575884,0.0
41,0.0,-6.0,3.0,3.0,0.0,0.0,5.0,3.0,1,0,0.5717651950932151,0.2546261002148451,0.17360870469193984,0.5736872443797865,0.2521204468721693,0.17419230874804426,1.0
42,7.0,-5.0,5.0,1.0,0.0,0.0,5.0,6.0,1,0,0.47482014388489213,0.2877697841726619,0.23741007194244607,0.4658527279664251,0.28233498664631823,0.25181228538725675,2.0
43,-14.0,38.0,3.0,15.0,0.0,0.0,2.0,3.0,1,0,0.04989604989604989,0.1185031185031185,0.8316008316008316,0.06905569007263922,0.12029055690072638,0.8106537530266344,0.0
44,-5.0,2.0,4.0,5.0,0.0,0.0,3.0,3.0,1,0,0.25339366515837103,0.27149321266968324,0.4751131221719457,0.2553191489361702,0.26595744680851063,0.4787234042553191,1.0
45,-8.0,-2.0,4.0,2.0,0.0,0.0,1.0,2.0,1,0,0.4652011310772599,0.2804889172671714,0.25430995165556874,0.4569015166058744,0.2754847379535419,0.26761374544058353,2.0
46,-6.0,5.0,2.0,5.0,0.0,0.0,4.0,3.0,1,0,0.29753038024304196,0.28851430811446493,0.4139553116424932,0.31119311193111926,0.2829028290282903,0.40590405904059046,0.0
47,2.0,-11.0,4.0,2.0,0.0,0.0,3.0,3.0,1,0,0.6818181818181818,0.2121212121212121,0.10606060606060605,0.6676557863501484,0.20771513353115725,0.12462908011869436,2.0
48,-3.0,13.0,3.0,9.0,0.0,0.0,4.0,1.0,1,0,0.18181818181818185,0.27272727272727276,0.5454545454545455,0.19207317073170732,0.274390243902439,0.5335365853658537,2.0
49,26.0,-2.0,9.0,4.0,0.0,0.0,2.0,3.0,1,0,0.8562415502478594,0.09418657052726455,0.049571879224876075,0.8475446887199507,0.09492500513663449,0.05753030614341484,2.0
50,6.0,0.0,7.0,3.0,0.0,0.0,2.0,6.0,1,0,0.5223880597014926,0.26865671641791045,0.208955223880597,0.5030540935415162,0.2820151736520622,0.2149307328064215,2.0
51,-6.0,9.0,3.0,6.0,0.0,0.0,4.0,5.0,1,0,0.3774574049803408,0.2948885976408912,0.327653997378768,0.3670872875169465,0.2925226822400667,0.34039003024298675,1.0
52,15.0,-5.0,8.0,4.0,0.0,0.0,2.0,4.0,1,0,0.8910212474297463,0.0726525017135024,0.0363262508567512,0.879404710657401,0.08474263575425865,0.0358526535883402,2.0
53,2.0,-7.0,5.0,5.0,0.0,0.0,4.0,1.0,1,0,0.6690140845070423,0.19718309859154928,0.13380281690140844,0.6725595695618755,0.19100691775557263,0.13643351268255186,2.0
54,-3.0,-8.0,2.0,2.0,0.0,0.0,2.0,4.0,1,0,0.4674220963172805,0.28328611898017003,0.2492917847025496,0.4436536180308422,0.2823250296559905,0.27402135231316727,2.0
55,7.0,4.0,6.0,5.0,0.0,0.0,3.0,3.0,1,0,0.39340623201512787,0.28372934308969827,0.3228644248951739,0.3739565943238731,0.2921535893155259,0.333889816360601,0.0
56,-13.0,-2.0,2.0,4.0,0.0,0.0,3.0,4.0,1,0,0.34285714285714286,0.3142857142857143,0.34285714285714286,0.3463687150837989,0.30726256983240224,0.3463687150837989,0.0
57,-21.0,12.0,1.0,9.0,0.0,0.0,1.0,1.0,1,0,0.14370103067302703,0.24580439457228306,0.6104945747546899,0.1466587817859255,0.23832052040212892,0.6150206978119456,0.0
58,-23.0,-4.0,1.0,4.0,0.0,0.0,1.0,3.0,1,0,0.36319612590799033,0.28945630640545894,0.34734756768655073,0.3595658073270013,0.28765264586160105,0.35278154681139756,1.0
59,-1.0,28.0,3.0,10.0,0.0,0.0,6.0,2.0,1,0,0.15854770503220061,0.21969658895916944,0.6217557060086298,0.15874177029992684,0.22677395757132407,0.6144842721287491,1.0
60,9.0,7.0,6.0,8.0,0.0,0.0,6.0,2.0,1,0,0.3516483516483516,0.2967032967032967,0.3516483516483516,0.334855403348554,0.3181126331811263,0.3470319634703196,0.0
61,-7.0,-6.0,3.0,3.0,0.0,0.0,2.0,5.0,1,0,0.42307692307692313,0.2884615384615385,0.2884615384615385,0.41354540790148797,0.2863006670087225,0.30015392508978966,0.0
62,-9.0,-7.0,4.0,1.0,0.0,0.0,4.0,6.0,1,0,0.3979853841595892,0.29389689907169664,0.3081177167687142,0.38694379981838356,0.29169609524770457,0.3213601049339118,0.0
63,-9.0,19.0,5.0,9.0,0.0,0.0,1.0,2.0,1,0,0.06818181818181818,0.13636363636363635,0.7954545454545454,0.07496395963479095,0.14416146083613646,0.7808745795290725,1.0
64,-11.0,4.0,2.0,6.0,0.0,0.0,4.0,4.0,1,0,0.22010344200803078,0.2647355288596593,0.5151610291323099,0.21672840037901628,0.2760099922473943,0.5072616073735894,2.0
65,-1.0,6.0,5.0,6.0,0.0,0.0,4.0,3.0,1,0,0.3956834532374101,0.2877697841726619,0.31654676258992803,0.38795986622073575,0.2909698996655518,0.3210702341137124,2.0
66,14.0,-14.0,10.0,2.0,0.0,0.0,1.0,3.0,1,0,0.7966834895457823,0.14708002883922133,0.05623648161499639,0.7786296118830858,0.14949688548155246,0.07187350263536177,2.0
67,-4.0,-1.0,4.0,3.0,0.0,0.0,4.0,7.0,1,0,0.42307692307692313,0.2884615384615385,0.2884615384615385,0.4266970907016543,0.29092983456930976,0.28237307472903594,2.0
68,28.0,8.0,10.0,6.0,0.0,0.0,3.0,6.0,1,0,0.8502024291497975,0.10485829959514169,0.044939271255060725,0.8365978354690923,0.10995285837593784,0.05344930615496978,2.0
69,8.0,-8.0,9.0,3.0,0.0,0.0,2.0,2.0,1,0,0.6340391980175715,0.2196440639783735,0.14631673800405498,0.6458616010854817,0.2203527815468114,0.13378561736770692,2.0
70,-5.0,-13.0,4.0,4.0,0.0,0.0,5.0,4.0,1,0,0.48908296943231444,0.2724890829694323,0.23842794759825325,0.47904191616766467,0.2874251497005988,0.23353293413173648,2.0
71,19.0,-10.0,9.0,3.0,0.0,0.0,3.0,4.0,1,0,0.9083622762489982,0.06358535933742988,0.028052364413572006,0.9163930991129426,0.060138297129286866,0.023468603757770483,2.0
72,3.0,5.0,6.0,6.0,0.0,0.0,4.0,3.0,1,0,0.4545454545454546,0.27272727272727276,0.27272727272727276,0.45801526717557256,0.267175572519084,0.2748091603053435,2.0
73,0.0,1.0,3.0,6.0,0.0,0.0,2.0,4.0,1,0,0.3527021535960991,0.30719219829337663,0.34010564811052413,0.34700315457413244,0.3123028391167192,0.34069400630914826,1.0
74,4.0,15.0,6.0,11.0,0.0,0.0,3.0,1.0,1,0,0.208955223880597,0.26865671641791045,0.5223880597014926,0.21749614843593007,0.28146560385826247,0.5010382477058075,0.0
75,-15.0,-23.0,2.0,1.0,0.0,0.0,3.0,2.0,1,0,0.44155844155844154,0.2792207792207792,0.2792207792207792,0.4247787610619469,0.2920353982300885,0.2831858407079646,2.0
76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.6217557060086298,0.21969658895916944,0.15854770503220061,0.6019261637239165,0.24879614767255218,0.1492776886035313,2.0
77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.3401778496362166,0.29765561843168953,0.36216653193209375,0.3506493506493506,0.2922077922077922,0.35714285714285704,0.0
78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.8678237650200267,0.09546061415220294,0.036715620827770364,0.823525623480543,0.12007534897200176,0.05639902754745537,2.0
79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.23837422189674118,0.30757964115708536,0.45404613694617363,0.24442501093135113,0.30083078268473984,0.45474420638390906,2.0
80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.8678237650200267,0.09546061415220294,0.036715620827770364,0.8420972412741959,0.10996799268404207,0.047934766041761924,2.0
81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.5155482815057284,0.27250409165302786,0.2119476268412439,0.5147058823529411,0.27941176470588236,0.20588235294117646,1.0
82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.661129263749351,0.2198674687757657,0.11900326747488318,0.6469115191986644,0.23288814691151918,0.12020033388981635,1.0
83,2.0,-14.0,6.0,3.0,0.0,0.0,3.0,3.0,1,0,0.5895128762022959,0.25131864722308406,0.1591684765746199,0.5745239658568614,0.24819435325016415,0.17728168089297439,2.0
84,0.0,17.0,3.0,12.0,0.0,0.0,3.0,1.0,1,0,0.14667270258035311,0.26482571299230423,0.5885015844273427,0.15916847657461994,0.2513186472230841,0.5895128762022961,0.0
85,5.0,1.0,7.0,6.0,0.0,0.0,4.0,5.0,1,0,0.5689677299756157,0.2500463444892837,0.1809859255351006,0.5709391949757351,0.2383671139023694,0.19069369112189552,2.0
86,23.0,3.0,10.0,6.0,0.0,0.0,3.0,3.0,1,0,0.8316008316008316,0.1185031185031185,0.04989604989604989,0.8389913962890019,0.10930859334508138,0.05170001036591687,2.0
87,-3.0,-14.0,2.0,3.0,0.0,0.0,6.0,4.0,1,0,0.5182625863770978,0.27097729516288255,0.21076011846001974,0.5173858399664851,0.2865521575198995,0.1960620025136154,2.0
88,-4.0,-9.0,5.0,5.0,0.0,0.0,5.0,2.0,1,0,0.4317656129529684,0.2968388589051658,0.27139552814186585,0.43398484244116475,0.29158356601515756,0.2744315915436777,2.0
89,10.0,-14.0,10.0,4.0,0.0,0.0,2.0,4.0,1,0,0.659577101402363,0.22087454896845873,0.1195483496291783,0.6292239571195526,0.23281286413423444,0.137963178746213,1.0
90,33.0,-10.0,11.0,3.0,0.0,0.0,3.0,2.0,1,0,0.9073180745150363,0.05604023401416401,0.03664169147079955,0.8968044897491696,0.07041575993586073,0.03277975031496965,2.0
91,-2.0,3.0,5.0,6.0,0.0,0.0,4.0,6.0,1,0,0.48657187993680884,0.287519747235387,0.22590837282780407,0.4782608695652174,0.2826086956521739,0.2391304347826087,1.0
92,-3.0,-24.0,3.0,1.0,0.0,0.0,7.0,2.0,1,0,0.5883926183471516,0.23829901043059643,0.17330837122225196,0.5869600785340313,0.2319208115183246,0.18111910994764396,1.0
93,-15.0,-3.0,3.0,3.0,0.0,0.0,3.0,3.0,1,0,0.39999205971097346,0.30709067810068286,0.2929172621883437,0.3971865949524204,0.311129499379396,0.29168390566818375,2.0
94,20.0,6.0,13.0,8.0,1.0,0.0,1.0,4.0,1,0,0.5696460056964601,0.2718025227180252,0.15855147158551472,0.5696460056964601,0.2718025227180252,0.15855147158551472,1.0
95,0.0,29.0,6.0,11.0,0.0,1.0,5.0,3.0,1,0,0.11190148386109836,0.17293865687624294,0.7151598592626587,0.11932503013258336,0.17356368019284854,0.707111289674568,0.0
96,-3.0,1.0,6.0,3.0,0.0,1.0,3.0,6.0,1,0,0.5717651950932151,0.2546261002148451,0.17360870469193984,0.5477308294209703,0.26604068857589985,0.1862284820031299,2.0
97,-18.0,-2.0,3.0,6.0,0.0,0.0,4.0,5.0,1,0,0.3621113427484446,0.30721059078335783,0.33067806646819764,0.3591098465603089,0.30698099786607047,0.33390915557362055,2.0
98,-11.0,10.0,5.0,10.0,0.0,0.0,2.0,3.0,1,0,0.3285685524461445,0.29776525065431847,0.37366619689953695,0.3282828282828283,0.3118686868686869,0.35984848484848486,1.0
99,-14.0,37.0,4.0,12.0,0.0,1.0,5.0,3.0,1,0,0.10040295500335795,0.1658831430490262,0.7337139019476159,0.09734513274336284,0.17256637168141595,0.7300884955752213,1.0
100,3.0,-3.0,6.0,3.0,0.0,0.0,7.0,8.0,1,0,0.42307692307692313,0.2884615384615385,0.2884615384615385,0.42307692307692313,0.2884615384615385,0.2884615384615385,1.0
101,-4.0,3.0,3.0,7.0,0.0,0.0,3.0,3.0,1,0,0.40177519440735215,0.28976514020893884,0.30845966538370906,0.38091260311162156,0.2916362117573353,0.3274511851310431,2.0
102,6.0,-14.0,8.0,4.0,0.0,0.0,5.0,3.0,1,0,0.7147962830593281,0.1901358112937813,0.09506790564689065,0.697669802707316,0.1997538803540947,0.10257631693858918,2.0
103,30.0,20.0,12.0,13.0,1.0,0.0,3.0,2.0,1,0,0.6363636363636365,0.2272727272727273,0.13636363636363638,0.6245817532902074,0.23890252063350434,0.13651572607628817,2.0
104,-2.0,-1.0,3.0,6.0,0.0,0.0,6.0,5.0,1,0,0.39593908629441626,0.2899492385786802,0.3141116751269035,0.39008264462809916,0.29256198347107437,0.3173553719008264,0.0
105,-3.0,0.0,6.0,7.0,0.0,1.0,5.0,3.0,1,0,0.2796610169491525,0.288135593220339,0.43220338983050843,0.28237307472903594,0.29092983456930976,0.4266970907016543,0.0
106,10.0,-17.0,10.0,4.0,1.0,0.0,4.0,4.0,1,0,0.6613756613756613,0.21164021164021163,0.12698412698412698,0.6441717791411044,0.2223926380368098,0.13343558282208587,2.0
107,37.0,-11.0,12.0,5.0,1.0,0.0,4.0,3.0,1,0,0.8677685950413222,0.08677685950413223,0.04545454545454545,0.8592119798698906,0.09537252976555788,0.045415490364551364,2.0
108,-2.0,-14.0,5.0,4.0,0.0,1.0,5.0,6.0,1,0,0.5717651950932151,0.2546261002148451,0.17360870469193984,0.5477308294209703,0.26604068857589985,0.1862284820031299,2.0
109,3.0,-24.0,6.0,1.0,1.0,0.0,8.0,3.0,1,0,0.49799419006778256,0.2642135841748513,0.23779222575736617,0.5051038366772262,0.2669834565293911,0.22791270679338266,1.0
110,-24.0,-3.0,1.0,4.0,0.0,0.0,4.0,3.0,1,0,0.49799419006778256,0.2642135841748513,0.23779222575736617,0.4903728275762602,0.2754741472560756,0.23415302516766426,2.0
111,2.0,8.0,7.0,9.0,1.0,0.0,3.0,5.0,1,0,0.29753038024304196,0.28851430811446493,0.4139553116424932,0.3165610142630745,0.2793185419968304,0.4041204437400951,1.0
112,-16.0,31.0,4.0,13.0,0.0,1.0,3.0,3.0,1,0,0.06364617044228693,0.12729234088457386,0.8090614886731391,0.07304347826086957,0.13565217391304346,0.7913043478260869,0.0
113,19.0,-3.0,13.0,3.0,1.0,0.0,2.0,6.0,1,0,0.6918595241948534,0.20909532286777793,0.0990451529373685,0.6799510719539813,0.21984561217911633,0.1002033158669025,2.0
114,0.0,-4.0,7.0,6.0,0.0,1.0,5.0,5.0,1,0,0.6023352072650892,0.25217767344165065,0.14548711929326003,0.5641370047011417,0.2585627938213566,0.17730020147750167,2.0
115,1.0,11.0,8.0,11.0,0.0,1.0,3.0,4.0,1,0,0.5221932114882506,0.2654482158398608,0.2123585726718886,0.5181373722178536,0.26647064856918184,0.21539197921296455,1.0
116,-18.0,43.0,4.0,13.0,0.0,1.0,4.0,4.0,1,0,0.07936507936507936,0.15873015873015872,0.7619047619047619,0.08647906657515442,0.1585449553877831,0.7549759780370624,0.0
117,-17.0,-1.0,5.0,6.0,1.0,0.0,3.0,5.0,1,0,0.3527021535960991,0.30719219829337663,0.34010564811052413,0.3527021535960991,0.30719219829337663,0.34010564811052413,0.0
118,-15.0,-3.0,4.0,3.0,0.0,0.0,6.0,9.0,1,0,0.3621113427484446,0.30721059078335783,0.33067806646819764,0.3691328560063643,0.29992044550517105,0.33094669848846464,2.0
119,8.0,-5.0,9.0,4.0,0.0,1.0,6.0,3.0,1,0,0.7147962830593281,0.1901358112937813,0.09506790564689065,0.7174536916253587,0.17349334724758675,0.10905296112705452,2.0
120,33.0,2.0,14.0,7.0,0.0,1.0,3.0,4.0,1,0,0.8774082709534912,0.08614553932997915,0.03644618971652964,0.8807288790723358,0.08647156267255661,0.03279955825510768,2.0
121,-5.0,-18.0,3.0,4.0,0.0,0.0,6.0,3.0,1,0,0.5281969817315331,0.27164416203335984,0.20015885623510724,0.5206391478029294,0.2756324900133155,0.20372836218375498,2.0
122,-7.0,21.0,6.0,14.0,0.0,1.0,5.0,2.0,1,0,0.14597147121430845,0.24968804286658022,0.6043404859191114,0.13604534064029603,0.25738307688704654,0.6065715824726574,0.0
123,11.0,3.0,11.0,8.0,1.0,0.0,5.0,5.0,1,0,0.46281601771544567,0.28750692009595863,0.24967706218859564,0.4537346711259755,0.28874024526198444,0.25752508361204013,2.0
124,44.0,1.0,14.0,8.0,1.0,0.0,4.0,4.0,1,0,0.7403078121955972,0.1591661796220534,0.10052600818234952,0.7418011452368558,0.15825091098386257,0.09994794377928162,2.0
125,4.0,-19.0,7.0,4.0,1.0,0.0,5.0,4.0,1,0,0.6180910495661476,0.23641982645905146,0.1454891239748009,0.577454180266131,0.259854381119759,0.16269143861410998,2.0
126,-4.0,-22.0,3.0,5.0,0.0,1.0,9.0,3.0,1,0,0.5446293494704992,0.264750378214826,0.19062027231467474,0.5349935863341989,0.2645246065763539,0.20048180708944713,2.0
127,3.0,-14.0,6.0,5.0,1.0,0.0,9.0,6.0,1,0,0.5281969817315331,0.27164416203335984,0.20015885623510724,0.5182926829268292,0.274390243902439,0.20731707317073167,1.0
128,-22.0,13.0,2.0,10.0,0.0,1.0,4.0,6.0,1,0,0.30579150579150577,0.2633204633204633,0.43088803088803085,0.2968388589051658,0.27139552814186585,0.4317656129529684,1.0
129,-7.0,39.0,4.0,15.0,0.0,1.0,3.0,3.0,1,0,0.06364617044228693,0.12729234088457386,0.8090614886731391,0.06818181818181818,0.13636363636363635,0.7954545454545454,0.0
130,-3.0,-3.0,7.0,4.0,0.0,0.0,4.0,6.0,1,0,0.4767025089605735,0.27240143369175623,0.25089605734767023,0.47595118449389806,0.2799712849964106,0.24407753050969133,2.0
131,-20.0,-8.0,4.0,6.0,0.0,1.0,3.0,5.0,1,0,0.43220338983050843,0.288135593220339,0.2796610169491525,0.4350453172205438,0.2990936555891239,0.26586102719033233,2.0
132,19.0,12.0,14.0,12.0,0.0,1.0,2.0,5.0,1,0,0.6224202319334338,0.2506060407521457,0.1269737273144205,0.6151629350476613,0.25770339170915535,0.12713367324318334,1.0
133,3.0,41.0,8.0,14.0,0.0,0.0,5.0,4.0,1,0,0.20017356089094587,0.25021695111368236,0.5496094879953717,0.2008202856030895,0.2445888093883783,0.5545909050085321,1.0
134,-1.0,7.0,8.0,8.0,0.0,0.0,4.0,5.0,1,0,0.5281969817315331,0.27164416203335984,0.20015885623510724,0.5287356321839081,0.26436781609195403,0.20689655172413796,0.0
135,-22.0,-3.0,4.0,4.0,0.0,1.0,4.0,9.0,1,0,0.33009708737864074,0.29708737864077667,0.37281553398058254,0.3348088531187123,0.2981891348088531,0.3670020120724346,0.0
136,-23.0,3.0,5.0,6.0,0.0,1.0,3.0,10.0,1,0,0.39768618944323936,0.28681610026512416,0.31549771029163654,0.38041507152931703,0.2971992746322789,0.32238565383840423,2.0
137,39.0,13.0,15.0,10.0,0.0,1.0,3.0,6.0,1,0,0.8206811653672549,0.11694706606483381,0.062371768567911365,0.8054000153409526,0.12671626908030986,0.06788371557873743,2.0
138,-4.0,-8.0,4.0,4.0,0.0,0.0,6.0,3.0,1,0,0.5446293494704992,0.264750378214826,0.19062027231467474,0.5317919075144508,0.2658959537572254,0.20231213872832374,0.0
139,-11.0,-2.0,6.0,8.0,0.0,0.0,5.0,4.0,1,0,0.29753038024304196,0.28851430811446493,0.4139553116424932,0.30128205128205127,0.30128205128205127,0.3974358974358974,0.0
140,10.0,-17.0,11.0,5.0,0.0,1.0,6.0,2.0,1,0,0.5700202398490961,0.2644260557077751,0.16555370444312875,0.595120015869867,0.249156913310851,0.15572307081928186,2.0
141,35.0,20.0,13.0,14.0,0.0,0.0,5.0,3.0,1,0,0.5524619634322796,0.2654886657605121,0.1820493708072083,0.5281969817315331,0.27164416203335984,0.20015885623510724,0.0
142,8.0,3.0,9.0,8.0,0.0,1.0,4.0,5.0,1,0,0.4337464251668255,0.29361296472831266,0.27264061010486174,0.415347137637028,0.30146163215590743,0.2831912302070646,1.0
143,-2.0,0.0,5.0,8.0,0.0,1.0,8.0,4.0,1,0,0.41395531164249316,0.2975303802430419,0.2885143081144649,0.42307692307692313,0.2884615384615385,0.2884615384615385,0.0
144,2.0,-21.0,6.0,4.0,0.0,0.0,9.0,4.0,1,0,0.5281969817315331,0.27164416203335984,0.20015885623510724,0.5182926829268292,0.274390243902439,0.20731707317073167,0.0
145,-9.0,-22.0,5.0,2.0,1.0,0.0,7.0,5.0,1,0,0.43220338983050843,0.288135593220339,0.2796610169491525,0.4247787610619469,0.2920353982300885,0.2831858407079646,1.0
146,-22.0,37.0,2.0,15.0,0.0,1.0,6.0,3.0,1,0,0.07304347826086957,0.13565217391304346,0.7913043478260869,0.07181653590826796,0.14363307181653592,0.7845503922751962,0.0
147,13.0,-5.0,10.0,4.0,0.0,0.0,6.0,6.0,1,0,0.6803939122649956,0.20053715308863027,0.11906893464637423,0.6500776404176282,0.2161921021250311,0.13373025745734066,2.0
148,-1.0,11.0,9.0,11.0,1.0,0.0,4.0,6.0,1,0,0.43220338983050843,0.288135593220339,0.2796610169491525,0.4359404280501035,0.2883913600946839,0.27566821185521256,1.0
149,-17.0,33.0,5.0,12.0,0.0,1.0,2.0,5.0,1,0,0.13633645604943193,0.20091688259916285,0.6627466613514053,0.13848665380456673,0.20321411156104904,0.6582992346343842,0.0
150,19.0,9.0,14.0,9.0,1.0,0.0,3.0,5.0,1,0,0.6761868406440866,0.21862853970016655,0.1051846196557468,0.6550984597387405,0.22616494443361276,0.1187365958276467,2.0
151,4.0,-6.0,8.0,4.0,0.0,1.0,6.0,8.0,1,0,0.46281601771544567,0.28750692009595863,0.24967706218859564,0.4543876567020251,0.30048216007714557,0.24513018322082927,0.0
152,1.0,-1.0,8.0,5.0,0.0,0.0,4.0,9.0,1,0,0.6245817532902074,0.23890252063350434,0.13651572607628817,0.6223404255319148,0.2393617021276596,0.1382978723404255,2.0
153,-19.0,-16.0,5.0,3.0,0.0,0.0,4.0,2.0,1,0,0.4552980132450331,0.2897350993377484,0.25496688741721857,0.44321329639889195,0.29085872576177285,0.2659279778393352,2.0
