,home_team_goals_difference,away_team_goals_difference,games_won_home_team,games_won_away_team,games_against_won,games_against_lost,games_draw_home_team,games_draw_away_team,League_1.0,League_1729.0,League_4769.0,League_7809.0,League_10257.0,League_13274.0,League_15722.0,League_17642.0,League_19694.0,League_21518.0,League_24558.0,B365_Win,B365_Draw,B365_Defeat,BW_Win,BW_Draw,BW_Defeat,label
9256,4.0,-2.0,4.0,2.0,1.0,1.0,3.0,4.0,0,0,0,1,0,0,0,0,0,0,0,0.5151610291323099,0.2647355288596593,0.22010344200803078,0.511916028564054,0.26765895207777685,0.22042501935816916,2.0
9257,6.0,-7.0,4.0,1.0,1.0,1.0,3.0,5.0,0,0,0,1,0,0,0,0,0,0,0,0.6627466613514053,0.20091688259916285,0.13633645604943193,0.6657150272514923,0.19621074487412402,0.1380742278743836,0.0
9258,-1.0,5.0,4.0,5.0,2.0,0.0,2.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0.46676300578034685,0.2518063583815029,0.2814306358381503,0.44365361803084225,0.2740213523131673,0.28232502965599054,2.0
9259,-6.0,-7.0,2.0,1.0,0.0,1.0,0.0,4.0,0,0,0,1,0,0,0,0,0,0,0,0.22777640975129282,0.255109578921448,0.5171140113272593,0.2574597306575125,0.2540269342487457,0.4885133350937418,0.0
9260,4.0,-7.0,4.0,2.0,0.0,0.0,4.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0.5151610291323099,0.2647355288596593,0.22010344200803078,0.5198776758409787,0.25993883792048933,0.22018348623853212,2.0
9261,-5.0,1.0,2.0,4.0,2.0,1.0,4.0,4.0,0,0,0,1,0,0,0,0,0,0,0,0.4266970907016543,0.28237307472903594,0.29092983456930976,0.3974976925443544,0.2747410521997744,0.3277612552558712,2.0
9262,-7.0,-2.0,3.0,2.0,0.0,0.0,2.0,4.0,0,0,0,1,0,0,0,0,0,0,0,0.3788187372708758,0.3054989816700611,0.3156822810590631,0.3747394747811588,0.3022092538557732,0.32305127136306794,1.0
9263,-6.0,14.0,3.0,8.0,0.0,0.0,2.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0.11906893464637423,0.20053715308863027,0.6803939122649956,0.13380281690140844,0.19718309859154928,0.6690140845070423,0.0
9264,13.0,9.0,8.0,7.0,0.0,3.0,1.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0.3067869752844252,0.27971753628874063,0.41349548842683403,0.31119311193111926,0.2829028290282903,0.40590405904059046,1.0
9265,-3.0,3.0,2.0,5.0,1.0,2.0,3.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0.48504446240905413,0.2522231204527081,0.26273241713823764,0.46646341463414626,0.274390243902439,0.2591463414634146,2.0
9266,-5.0,8.0,1.0,5.0,0.0,3.0,4.0,4.0,0,0,0,1,0,0,0,0,0,0,0,0.33067806646819764,0.30721059078335783,0.3621113427484446,0.3460695270905105,0.2875039148136549,0.3664265580958347,2.0
9267,4.0,-4.0,5.0,3.0,0.0,2.0,3.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0.49799419006778256,0.2642135841748513,0.23779222575736617,0.5006231084208652,0.2530176250667616,0.2463592665123732,2.0
9268,0.0,3.0,4.0,4.0,0.0,1.0,3.0,2.0,0,0,0,1,0,0,0,0,0,0,0,0.32907857997606704,0.2891902672516953,0.3817311527722378,0.3210702341137124,0.2909698996655518,0.38795986622073575,1.0
9269,-2.0,-14.0,2.0,1.0,0.0,1.0,5.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0.5496094879953717,0.25021695111368236,0.20017356089094587,0.5357489485603365,0.2604335166612747,0.2038175347783889,2.0
9270,-8.0,-3.0,2.0,3.0,0.0,1.0,3.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0.38247011952191234,0.298804780876494,0.31872509960159356,0.39008264462809916,0.29256198347107437,0.3173553719008264,1.0
9271,-2.0,5.0,2.0,5.0,3.0,0.0,4.0,2.0,0,0,0,1,0,0,0,0,0,0,0,0.39616613418530355,0.2971246006389776,0.30670926517571884,0.38091260311162156,0.2916362117573353,0.3274511851310431,0.0
9272,4.0,-8.0,6.0,3.0,1.0,0.0,1.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0.5446293494704992,0.264750378214826,0.19062027231467474,0.5199189736664417,0.2673869007427414,0.21269412559081702,1.0
9273,11.0,1.0,7.0,3.0,3.0,0.0,2.0,4.0,0,0,0,1,0,0,0,0,0,0,0,0.8479138627187078,0.10646029609690442,0.04562584118438761,0.8112644535621037,0.12439388287952256,0.06434166355837374,2.0
9274,12.0,2.0,7.0,5.0,2.0,1.0,2.0,2.0,0,0,0,1,0,0,0,0,0,0,0,0.6983240223463686,0.18994413407821228,0.11173184357541899,0.6990932971782051,0.187357003643759,0.11354969917803576,2.0
9275,4.0,-1.0,4.0,2.0,1.0,1.0,3.0,4.0,0,0,0,1,0,0,0,0,0,0,0,0.5717651950932151,0.2546261002148451,0.17360870469193984,0.574915973819211,0.23881125066336462,0.18627277551742438,2.0
9276,0.0,-7.0,4.0,2.0,1.0,1.0,1.0,4.0,0,0,0,1,0,0,0,0,0,0,0,0.6067809651932196,0.2200106501970796,0.17320838460970087,0.6024579214533796,0.22775848250066796,0.16978359604595247,2.0
9277,-15.0,-3.0,1.0,2.0,2.0,0.0,0.0,4.0,0,0,0,1,0,0,0,0,0,0,0,0.2711119602598395,0.28754298815437523,0.44134505158578524,0.29158356601515756,0.2744315915436777,0.43398484244116475,0.0
9278,5.0,5.0,4.0,5.0,0.0,2.0,4.0,2.0,0,0,0,1,0,0,0,0,0,0,0,0.39215686274509803,0.29411764705882354,0.3137254901960784,0.3732245391356906,0.29283771532184955,0.33393774554246,2.0
9279,-8.0,-1.0,3.0,3.0,0.0,2.0,2.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0.28062360801781744,0.26503340757238314,0.4543429844097996,0.2823250296559905,0.27402135231316727,0.4436536180308422,2.0
9280,-3.0,8.0,3.0,6.0,0.0,1.0,3.0,2.0,0,0,0,1,0,0,0,0,0,0,0,0.31872509960159356,0.298804780876494,0.38247011952191234,0.3225139549307422,0.28778168286127764,0.3897043622079801,1.0
9281,-9.0,-1.0,2.0,3.0,1.0,0.0,2.0,4.0,0,0,0,1,0,0,0,0,0,0,0,0.34010564811052413,0.30719219829337663,0.3527021535960991,0.35359116022099446,0.292817679558011,0.35359116022099446,1.0
9282,4.0,8.0,5.0,5.0,1.0,2.0,2.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0.3883495145631068,0.27184466019417475,0.33980582524271846,0.3795399515738499,0.28753026634382567,0.33292978208232443,2.0
9283,-2.0,-5.0,3.0,2.0,1.0,0.0,2.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0.661129263749351,0.2198674687757657,0.11900326747488318,0.6504301018523404,0.22038102274526358,0.1291888754023959,1.0
9284,-2.0,-8.0,2.0,3.0,1.0,1.0,3.0,2.0,0,0,0,1,0,0,0,0,0,0,0,0.42285270112708895,0.27982899339292655,0.29731830547998445,0.4247787610619469,0.2831858407079646,0.2920353982300885,0.0
9285,8.0,0.0,6.0,4.0,0.0,2.0,2.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0.40812223562525135,0.268194611982308,0.3236831523924407,0.39643744821872406,0.28231151615575806,0.32125103562551777,0.0
9286,-2.0,11.0,2.0,7.0,1.0,2.0,5.0,2.0,0,0,0,1,0,0,0,0,0,0,0,0.14631673800405498,0.2196440639783735,0.6340391980175715,0.15000620305283832,0.21652165567672965,0.633472141270432,0.0
9287,-4.0,0.0,3.0,5.0,2.0,0.0,3.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0.40106951871657753,0.2807486631016043,0.3181818181818181,0.3897043622079801,0.28778168286127764,0.3225139549307422,1.0
9288,-7.0,-16.0,2.0,1.0,1.0,1.0,4.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0.5151610291323099,0.2647355288596593,0.22010344200803078,0.511916028564054,0.26765895207777685,0.22042501935816916,2.0
9289,-1.0,14.0,3.0,7.0,0.0,3.0,3.0,2.0,0,0,0,1,0,0,0,0,0,0,0,0.0852723426758329,0.18759915388683238,0.7271285034373347,0.09584284155174126,0.16251612263121343,0.7416410358170454,0.0
9290,3.0,-1.0,4.0,3.0,1.0,0.0,4.0,4.0,0,0,0,1,0,0,0,0,0,0,0,0.46444121915820036,0.29753265602322204,0.23802612481857766,0.46776611694152925,0.29235382308845576,0.23988005997001502,2.0
9291,14.0,-7.0,7.0,2.0,2.0,0.0,2.0,4.0,0,0,0,1,0,0,0,0,0,0,0,0.8479138627187078,0.10646029609690442,0.04562584118438761,0.8513513513513513,0.10405405405405405,0.0445945945945946,2.0
9292,14.0,-3.0,8.0,3.0,2.0,1.0,2.0,4.0,0,0,0,1,0,0,0,0,0,0,0,0.7913043478260869,0.13565217391304346,0.07304347826086957,0.7758173326414116,0.14322781525687597,0.08095485210171251,2.0
9293,1.0,0.0,4.0,3.0,0.0,3.0,3.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0.47058823529411764,0.29411764705882354,0.23529411764705882,0.4767025089605735,0.27240143369175623,0.25089605734767023,2.0
9294,6.0,2.0,4.0,4.0,3.0,0.0,1.0,4.0,0,0,0,1,0,0,0,0,0,0,0,0.517875474669351,0.2632533662902535,0.2188711590403955,0.511916028564054,0.26765895207777685,0.22042501935816916,2.0
9295,-16.0,-3.0,1.0,2.0,2.0,1.0,0.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0.30709067810068286,0.2929172621883437,0.39999205971097346,0.3225139549307422,0.28778168286127764,0.3897043622079801,0.0
9296,-5.0,-3.0,4.0,2.0,0.0,2.0,2.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0.40177519440735215,0.28976514020893884,0.30845966538370906,0.3820549927641099,0.28364688856729375,0.3342981186685962,1.0
9297,2.0,-5.0,5.0,1.0,2.0,0.0,2.0,5.0,0,0,0,1,0,0,0,0,0,0,0,0.4543429844097996,0.28062360801781744,0.26503340757238314,0.45564748893592466,0.2918991725995767,0.25245333846449874,2.0
9298,-1.0,4.0,3.0,5.0,0.0,0.0,4.0,2.0,0,0,0,1,0,0,0,0,0,0,0,0.34069400630914826,0.3123028391167192,0.34700315457413244,0.3469557964970809,0.29274395329441205,0.3603002502085071,2.0
9299,-4.0,4.0,2.0,5.0,0.0,1.0,4.0,2.0,0,0,0,1,0,0,0,0,0,0,0,0.2796610169491525,0.288135593220339,0.43220338983050843,0.31119311193111926,0.2829028290282903,0.40590405904059046,1.0
9300,3.0,13.0,5.0,8.0,1.0,2.0,2.0,2.0,0,0,0,1,0,0,0,0,0,0,0,0.22332666365455367,0.23449299683728136,0.542180339508165,0.21573287906434951,0.25947871287462043,0.5247884080610301,1.0
9301,-2.0,5.0,3.0,6.0,1.0,1.0,3.0,2.0,0,0,0,1,0,0,0,0,0,0,0,0.43029595015576316,0.27842679127725856,0.29127725856697817,0.4569015166058744,0.26761374544058353,0.2754847379535419,1.0
9302,1.0,-5.0,3.0,1.0,0.0,0.0,3.0,5.0,0,0,0,1,0,0,0,0,0,0,0,0.4603234298608499,0.27754795035727714,0.26212861978187285,0.4545013110614742,0.28668544236185295,0.2588132465766728,0.0
9303,2.0,14.0,4.0,7.0,0.0,3.0,3.0,2.0,0,0,0,1,0,0,0,0,0,0,0,0.1566003616636528,0.21699819168173598,0.6264014466546112,0.15552523874488405,0.1964529331514325,0.6480218281036836,0.0
9304,-6.0,-7.0,2.0,1.0,2.0,1.0,4.0,4.0,0,0,0,1,0,0,0,0,0,0,0,0.4569015166058744,0.2754847379535419,0.26761374544058353,0.43421052631578944,0.28289473684210525,0.28289473684210525,0.0
9305,-9.0,-5.0,1.0,4.0,1.0,1.0,4.0,2.0,0,0,0,1,0,0,0,0,0,0,0,0.40822528363047,0.28889789303079416,0.3028768233387358,0.38039502560351124,0.2867593269934162,0.3328456474030724,0.0
9306,-1.0,4.0,2.0,5.0,1.0,1.0,4.0,2.0,0,0,0,1,0,0,0,0,0,0,0,0.3028768233387358,0.28889789303079416,0.40822528363047,0.31119311193111926,0.2829028290282903,0.40590405904059046,0.0
9307,-3.0,-18.0,4.0,1.0,1.0,1.0,3.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0.6363636363636365,0.2272727272727273,0.13636363636363638,0.6227217496962333,0.22782503037667073,0.14945321992709598,1.0
9308,1.0,13.0,3.0,5.0,0.0,0.0,4.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0.2944881889763779,0.27716535433070866,0.4283464566929133,0.3014616321559074,0.28319123020706455,0.41534713763702796,2.0
9309,11.0,11.0,7.0,7.0,2.0,1.0,0.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0.7137192704203014,0.18080888183980967,0.10547184773988898,0.718358038768529,0.17787913340935005,0.10376282782212086,2.0
9310,12.0,-2.0,6.0,2.0,2.0,1.0,1.0,4.0,0,0,0,1,0,0,0,0,0,0,0,0.7966834895457823,0.14708002883922133,0.05623648161499639,0.7595925690144106,0.15070316569245906,0.08970426529313039,2.0
9311,7.0,-1.0,5.0,3.0,0.0,2.0,4.0,4.0,0,0,0,1,0,0,0,0,0,0,0,0.4767025089605736,0.2508960573476703,0.2724014336917563,0.4658527279664251,0.28233498664631823,0.25181228538725675,2.0
9312,-2.0,-4.0,4.0,2.0,2.0,1.0,1.0,4.0,0,0,0,1,0,0,0,0,0,0,0,0.4866595517609392,0.26360725720384204,0.24973319103521877,0.47922848664688433,0.27485163204747776,0.245919881305638,0.0
9313,0.0,-3.0,3.0,1.0,0.0,0.0,3.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0.47291361639824303,0.2781844802342606,0.24890190336749632,0.4674220963172805,0.28328611898017003,0.2492917847025496,0.0
9314,-5.0,5.0,2.0,6.0,0.0,2.0,4.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0.29731830547998445,0.27982899339292655,0.42285270112708895,0.3014616321559074,0.28319123020706455,0.41534713763702796,2.0
9315,2.0,-8.0,3.0,4.0,1.0,1.0,5.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0.5182625863770978,0.27097729516288255,0.21076011846001974,0.5105762217359592,0.26695842450765866,0.2224653537563822,2.0
9316,-1.0,-4.0,4.0,2.0,1.0,0.0,1.0,5.0,0,0,0,1,0,0,0,0,0,0,0,0.4767025089605735,0.27240143369175623,0.25089605734767023,0.47922848664688433,0.27485163204747776,0.245919881305638,2.0
9317,0.0,-10.0,0.0,2.0,0.0,0.0,2.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0.31654676258992803,0.2877697841726619,0.3956834532374101,0.34090909090909083,0.28409090909090906,0.37499999999999994,1.0
9318,14.0,1.0,7.0,4.0,1.0,0.0,2.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0.8090614886731391,0.12729234088457386,0.06364617044228693,0.7917835490000904,0.13347208397430094,0.07474436702560854,2.0
9319,11.0,1.0,7.0,3.0,0.0,2.0,3.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0.7137192704203014,0.18080888183980967,0.10547184773988898,0.7305165341754692,0.16261933282514793,0.10686413299938292,2.0
9320,3.0,-11.0,5.0,1.0,1.0,1.0,2.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0.6997667444185273,0.18127290903032325,0.11896034655114963,0.6880733944954128,0.1871559633027523,0.12477064220183487,2.0
9321,-6.0,-1.0,2.0,3.0,3.0,0.0,3.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0.3888834331729352,0.26465678090935874,0.346459785917706,0.37499999999999994,0.28409090909090906,0.34090909090909083,2.0
9322,-7.0,-2.0,2.0,3.0,0.0,3.0,3.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0.38118811881188125,0.2722772277227723,0.34653465346534656,0.3958868894601542,0.2658097686375321,0.3383033419023136,2.0
9323,-15.0,13.0,1.0,5.0,0.0,3.0,1.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0.17330837122225196,0.23829901043059643,0.5883926183471516,0.19048289455159792,0.23229621286780233,0.5772208925805997,2.0
9324,-1.0,-3.0,5.0,4.0,2.0,1.0,2.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0.40106951871657753,0.2807486631016043,0.3181818181818181,0.3826293504079314,0.2884436641536714,0.32892698543839716,2.0
9325,4.0,-3.0,5.0,2.0,1.0,0.0,3.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0.4543429844097996,0.28062360801781744,0.26503340757238314,0.46646341463414626,0.274390243902439,0.2591463414634146,0.0
9326,-2.0,4.0,2.0,4.0,0.0,1.0,5.0,4.0,0,0,0,1,0,0,0,0,0,0,0,0.37281553398058254,0.29708737864077667,0.33009708737864074,0.3726275832981864,0.30050611556305357,0.32686630113876,2.0
9327,-5.0,6.0,3.0,6.0,0.0,2.0,3.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0.31654676258992803,0.2877697841726619,0.3956834532374101,0.32750203417412527,0.266680227827502,0.4058177379983727,0.0
9328,7.0,2.0,4.0,6.0,2.0,0.0,1.0,2.0,0,0,0,1,0,0,0,0,0,0,0,0.5902192242833053,0.22765598650927488,0.1821247892074199,0.574915973819211,0.23881125066336462,0.18627277551742438,2.0
9329,0.0,-4.0,3.0,3.0,1.0,1.0,3.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0.5275084060230983,0.25320403489108717,0.21928755908581452,0.5345591856837958,0.25283204728287634,0.21260876703332787,0.0
9330,-2.0,-2.0,3.0,3.0,2.0,1.0,2.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0.3661058743984409,0.2719643638388418,0.3619297617627173,0.36597938144329895,0.26804123711340205,0.36597938144329895,2.0
9331,-4.0,14.0,2.0,8.0,0.0,2.0,3.0,2.0,0,0,0,1,0,0,0,0,0,0,0,0.19961114711600778,0.22575070209548498,0.5746381507885073,0.2072610294117647,0.22748161764705885,0.5652573529411765,0.0
9332,-12.0,2.0,1.0,4.0,0.0,2.0,3.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0.33060831930752577,0.28853089685020433,0.38086078384226973,0.3460695270905105,0.2875039148136549,0.3664265580958347,2.0
9333,-2.0,-2.0,3.0,2.0,0.0,0.0,2.0,5.0,0,0,0,1,0,0,0,0,0,0,0,0.48989457444073026,0.28948315762406784,0.2206222679352018,0.48744623754732935,0.27383009226923505,0.2387236701834357,2.0
9334,-4.0,17.0,4.0,8.0,0.0,3.0,2.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0.10606060606060605,0.2121212121212121,0.6818181818181818,0.1329701200306461,0.2115433727760279,0.6554865071933259,0.0
9335,1.0,-12.0,3.0,2.0,0.0,1.0,4.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0.4992827177367116,0.28047940908150565,0.2202378731817827,0.511916028564054,0.26765895207777685,0.22042501935816916,1.0
9336,17.0,10.0,8.0,5.0,0.0,2.0,1.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0.6818181818181818,0.19090909090909092,0.12727272727272726,0.660377358490566,0.1811320754716981,0.15849056603773584,1.0
9337,16.0,-4.0,8.0,2.0,1.0,1.0,2.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0.6983240223463686,0.18994413407821228,0.11173184357541899,0.7043999173724438,0.17289816153687257,0.12270192109068376,2.0
9338,6.0,-4.0,6.0,4.0,2.0,1.0,1.0,2.0,0,0,0,1,0,0,0,0,0,0,0,0.5875440658049352,0.25381903642773207,0.15863689776733253,0.5883926183471516,0.23829901043059643,0.17330837122225196,2.0
9339,0.0,-1.0,4.0,3.0,2.0,0.0,3.0,2.0,0,0,0,1,0,0,0,0,0,0,0,0.38902743142144636,0.2932668329177058,0.31770573566084787,0.3969133359715077,0.28017411950929955,0.32291254451919266,1.0
9340,-3.0,-9.0,3.0,1.0,1.0,1.0,2.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0.46400294605045106,0.2642238998342846,0.27177315411526415,0.45479653839071993,0.251334929110661,0.29386853249861905,2.0
9341,-11.0,-5.0,2.0,3.0,1.0,2.0,2.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0.249746878164023,0.23725953425582186,0.5129935875801553,0.23744884719033837,0.24353727916957785,0.5190138736400838,0.0
9342,0.0,3.0,6.0,3.0,0.0,0.0,1.0,5.0,0,0,0,1,0,0,0,0,0,0,0,0.5287356321839081,0.26436781609195403,0.20689655172413796,0.5287356321839081,0.26436781609195403,0.20689655172413796,2.0
9343,0.0,-2.0,3.0,3.0,1.0,2.0,3.0,2.0,0,0,0,1,0,0,0,0,0,0,0,0.5275084060230983,0.25320403489108717,0.21928755908581452,0.5441860465116279,0.24418604651162798,0.21162790697674422,1.0
9344,-4.0,-9.0,2.0,2.0,1.0,0.0,5.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0.38247011952191234,0.298804780876494,0.31872509960159356,0.38173115277223774,0.2891902672516952,0.329078579976067,0.0
9345,-3.0,-1.0,4.0,3.0,1.0,1.0,2.0,4.0,0,0,0,1,0,0,0,0,0,0,0,0.5609973285841497,0.2270703472840606,0.21193232413178986,0.5513666352497643,0.24033930254476907,0.20829406220546648,1.0
9346,9.0,8.0,4.0,7.0,1.0,1.0,2.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0.49868766404199477,0.25065616797900264,0.25065616797900264,0.49333333333333335,0.2533333333333333,0.2533333333333333,2.0
9347,-2.0,-8.0,3.0,2.0,0.0,2.0,2.0,2.0,0,0,0,1,0,0,0,0,0,0,0,0.35451770209729216,0.28152876343020267,0.36395353447250534,0.3603002502085071,0.29274395329441205,0.3469557964970809,0.0
9348,-13.0,1.0,1.0,3.0,1.0,0.0,2.0,4.0,0,0,0,1,0,0,0,0,0,0,0,0.4527177959791511,0.2501861504095309,0.29709605361131797,0.4545013110614742,0.2588132465766728,0.28668544236185295,0.0
9349,-8.0,19.0,3.0,8.0,1.0,2.0,2.0,2.0,0,0,0,1,0,0,0,0,0,0,0,0.1369624658215262,0.20183942331593338,0.6611981108625404,0.13380281690140844,0.19718309859154928,0.6690140845070423,2.0
9350,0.0,3.0,3.0,4.0,1.0,0.0,3.0,2.0,0,0,0,1,0,0,0,0,0,0,0,0.3420982023074859,0.2554333243895895,0.40246847330292457,0.3383458646616541,0.24812030075187969,0.41353383458646614,1.0
9351,-12.0,0.0,2.0,6.0,0.0,3.0,2.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0.2804889172671714,0.25430995165556874,0.4652011310772599,0.27439024390243905,0.25914634146341464,0.46646341463414637,2.0
9352,-5.0,-3.0,4.0,2.0,1.0,0.0,1.0,5.0,0,0,0,1,0,0,0,0,0,0,0,0.5446293494704992,0.264750378214826,0.19062027231467474,0.548576880267133,0.2486881857211003,0.20273493401176657,0.0
9353,0.0,15.0,2.0,7.0,0.0,1.0,5.0,2.0,0,0,0,1,0,0,0,0,0,0,0,0.06307269395235185,0.13515577275503968,0.8017715332926084,0.09315165041700929,0.1433102314107835,0.7635381181722072,0.0
9354,14.0,-12.0,7.0,2.0,3.0,0.0,2.0,2.0,0,0,0,1,0,0,0,0,0,0,0,0.8774082709534912,0.08614553932997915,0.03644618971652964,0.8567395219782894,0.0848950980869396,0.05836537993477097,2.0
9355,16.0,1.0,7.0,3.0,0.0,2.0,2.0,4.0,0,0,0,1,0,0,0,0,0,0,0,0.7217101392429888,0.16191410080407923,0.11637575995293195,0.7197844495765973,0.17013086989992302,0.1100846805234796,1.0
9356,9.0,-1.0,7.0,2.0,1.0,0.0,1.0,4.0,0,0,0,1,0,0,0,0,0,0,0,0.6340391980175715,0.2196440639783735,0.14631673800405498,0.6221653026800774,0.21553070531642404,0.16230399200349846,2.0
9357,-5.0,-14.0,3.0,1.0,2.0,1.0,2.0,2.0,0,0,0,1,0,0,0,0,0,0,0,0.41470311027332707,0.23845428840716304,0.3468426013195099,0.39646869983948635,0.24518459069020865,0.35834670947030495,2.0
9358,-1.0,-3.0,3.0,3.0,2.0,1.0,4.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0.4767025089605735,0.27240143369175623,0.25089605734767023,0.4666666666666667,0.26666666666666666,0.26666666666666666,0.0
9359,3.0,-7.0,4.0,4.0,1.0,2.0,2.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0.4751131221719458,0.2533936651583711,0.2714932126696833,0.4658527279664251,0.25181228538725675,0.28233498664631823,2.0
9360,1.0,-3.0,6.0,4.0,1.0,2.0,1.0,2.0,0,0,0,1,0,0,0,0,0,0,0,0.2938513768389287,0.24745379102225576,0.4586948321388156,0.323370613189356,0.2404550713459314,0.4361743154647127,0.0
9361,1.0,-7.0,3.0,3.0,1.0,2.0,4.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0.46400294605045106,0.2642238998342846,0.27177315411526415,0.4545013110614742,0.2588132465766728,0.28668544236185295,1.0
9362,-2.0,10.0,3.0,5.0,0.0,1.0,4.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0.27149321266968324,0.25339366515837103,0.4751131221719457,0.25287143386439415,0.2673212300852167,0.479807336050389,0.0
9363,13.0,-1.0,7.0,3.0,1.0,2.0,0.0,2.0,0,0,0,1,0,0,0,0,0,0,0,0.8485931219294327,0.10093791871371147,0.05046895935685573,0.8439246296742147,0.10309565746290406,0.05297971286288125,2.0
9364,-4.0,2.0,3.0,5.0,1.0,1.0,3.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0.5171140113272592,0.2551095789214479,0.22777640975129276,0.5086065422473999,0.2717412097150394,0.21965224803756073,2.0
9365,4.0,0.0,6.0,0.0,0.0,0.0,1.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0.7665847665847666,0.1597051597051597,0.07371007371007371,0.7549759780370625,0.15854495538778313,0.08647906657515445,0.0
9366,1.0,-5.0,5.0,4.0,2.0,0.0,1.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0.5709391949757351,0.2383671139023694,0.19069369112189552,0.562008242787561,0.2502810041213938,0.18771075309104535,0.0
9367,-1.0,4.0,3.0,4.0,1.0,2.0,3.0,5.0,0,0,0,1,0,0,0,0,0,0,0,0.41395531164249316,0.2885143081144649,0.2975303802430419,0.40590405904059046,0.2829028290282903,0.31119311193111926,2.0
9368,-7.0,15.0,2.0,7.0,1.0,2.0,4.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0.126984126984127,0.21164021164021166,0.6613756613756615,0.13138686131386862,0.2116788321167883,0.6569343065693432,0.0
9369,-6.0,-3.0,1.0,4.0,2.0,0.0,4.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0.38049560351718625,0.2797761790567546,0.33972821742605913,0.37264742785445426,0.2823086574654956,0.3450439146800502,2.0
9370,-7.0,-4.0,2.0,3.0,0.0,2.0,2.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0.4901960784313726,0.2549019607843137,0.2549019607843137,0.47922848664688433,0.27485163204747776,0.245919881305638,0.0
9371,-2.0,8.0,2.0,5.0,0.0,0.0,0.0,4.0,0,0,0,1,0,0,0,0,0,0,0,0.23779222575736617,0.2642135841748513,0.49799419006778256,0.2327322218441647,0.2650561415447431,0.5022116366110921,1.0
9372,19.0,2.0,8.0,5.0,0.0,1.0,1.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0.5503745604647607,0.238036997401009,0.21158844213423023,0.5446293494704992,0.264750378214826,0.19062027231467474,2.0
9373,6.0,-5.0,4.0,2.0,2.0,1.0,5.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0.6340391980175715,0.2196440639783735,0.14631673800405498,0.6331658291457287,0.22613065326633167,0.1407035175879397,2.0
9374,0.0,6.0,5.0,4.0,0.0,2.0,1.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0.38118811881188125,0.2722772277227723,0.34653465346534656,0.36563185951709004,0.28253370962684227,0.35183443085606775,1.0
