,home_team_goals_difference,away_team_goals_difference,games_won_home_team,games_won_away_team,games_against_won,games_against_lost,games_draw_home_team,games_draw_away_team,League_1.0,League_1729.0,League_4769.0,League_7809.0,League_10257.0,League_13274.0,League_15722.0,League_17642.0,League_19694.0,League_21518.0,League_24558.0,B365_Win,B365_Draw,B365_Defeat,BW_Win,BW_Draw,BW_Defeat,label
11821,-5.0,10.0,6.0,11.0,0.0,5.0,3.0,3.0,0,0,0,0,1,0,0,0,0,0,0,0.27631578947368424,0.27631578947368424,0.4473684210526316,0.27402135231316727,0.2823250296559905,0.4436536180308422,1.0
11822,4.0,1.0,8.0,9.0,3.0,3.0,5.0,4.0,0,0,0,0,1,0,0,0,0,0,0,0.5687203791469194,0.2606635071090047,0.17061611374407581,0.5352112676056339,0.26760563380281693,0.1971830985915493,2.0
11823,-2.0,27.0,6.0,18.0,0.0,4.0,7.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0.1348314606741573,0.23595505617977527,0.6292134831460674,0.1495320076683081,0.2396346276735707,0.6108333646581212,2.0
11824,-12.0,4.0,7.0,10.0,1.0,0.0,4.0,3.0,0,0,0,0,1,0,0,0,0,0,0,0.2948183442525313,0.2858844550327576,0.41929720071471116,0.2922077922077922,0.2922077922077922,0.41558441558441556,1.0
11825,-12.0,-11.0,4.0,6.0,1.0,2.0,6.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0.4903728275762602,0.2754741472560756,0.23415302516766426,0.47904191616766467,0.2874251497005988,0.23353293413173648,2.0
11826,-7.0,-4.0,6.0,1.0,0.0,0.0,5.0,4.0,0,0,0,0,1,0,0,0,0,0,0,0.42669584245076586,0.2888402625820569,0.2844638949671772,0.4247787610619469,0.2920353982300885,0.2831858407079646,2.0
11827,4.0,-6.0,8.0,6.0,0.0,3.0,5.0,3.0,0,0,0,0,1,0,0,0,0,0,0,0.5099782110925976,0.2744882724410158,0.21553351646638652,0.49199304051414977,0.29212086780527646,0.2158860916805738,2.0
11828,0.0,-6.0,5.0,6.0,1.0,0.0,9.0,7.0,0,0,0,0,1,0,0,0,0,0,0,0.4427206508371961,0.29287673824614513,0.2644026109166588,0.4243156199677939,0.30112721417069244,0.2745571658615137,0.0
11829,3.0,0.0,10.0,7.0,3.0,1.0,4.0,5.0,0,0,0,0,1,0,0,0,0,0,0,0.44510940714419295,0.2814662427529456,0.27342435010286137,0.4243156199677939,0.30112721417069244,0.2745571658615137,2.0
11830,0.0,5.0,0.0,9.0,0.0,0.0,0.0,6.0,0,0,0,0,1,0,0,0,0,0,0,0.2726406101048618,0.2936129647283127,0.43374642516682554,0.2745571658615137,0.30112721417069244,0.4243156199677939,0.0
11831,-9.0,7.0,6.0,7.0,0.0,3.0,7.0,10.0,0,0,0,0,1,0,0,0,0,0,0,0.17360870469193984,0.2546261002148451,0.5717651950932151,0.187614960147149,0.26057633353770693,0.5518087063151441,1.0
11832,10.0,-9.0,9.0,4.0,2.0,3.0,6.0,8.0,0,0,0,0,1,0,0,0,0,0,0,0.6543619089837492,0.21912812194605918,0.12650996907019152,0.6227544910179641,0.23353293413173654,0.14371257485029942,2.0
11833,19.0,-10.0,13.0,4.0,5.0,0.0,5.0,6.0,0,0,0,0,1,0,0,0,0,0,0,0.7397444519166108,0.17350369872225962,0.08675184936112981,0.7194244604316546,0.18705035971223022,0.09352517985611511,0.0
11834,19.0,-16.0,11.0,2.0,3.0,1.0,3.0,7.0,0,0,0,0,1,0,0,0,0,0,0,0.6363636363636365,0.2272727272727273,0.13636363636363638,0.6214953271028038,0.24532710280373832,0.13317757009345793,2.0
11835,-3.0,9.0,6.0,9.0,2.0,1.0,5.0,4.0,0,0,0,0,1,0,0,0,0,0,0,0.43220338983050843,0.2796610169491525,0.288135593220339,0.415347137637028,0.30146163215590743,0.2831912302070646,2.0
11836,-5.0,8.0,7.0,10.0,0.0,3.0,4.0,3.0,0,0,0,0,1,0,0,0,0,0,0,0.21928755908581452,0.25320403489108717,0.5275084060230983,0.2073170731707317,0.27439024390243905,0.5182926829268293,2.0
11837,-4.0,12.0,5.0,12.0,2.0,3.0,9.0,2.0,0,0,0,0,1,0,0,0,0,0,0,0.3228644248951739,0.28372934308969827,0.39340623201512787,0.3225139549307422,0.28778168286127764,0.3897043622079801,2.0
11838,-17.0,7.0,3.0,10.0,2.0,2.0,4.0,7.0,0,0,0,0,1,0,0,0,0,0,0,0.1891891891891892,0.27027027027027023,0.5405405405405405,0.21269412559081702,0.2673869007427414,0.5199189736664417,0.0
11839,-7.0,-9.0,1.0,1.0,0.0,0.0,1.0,2.0,0,0,0,0,1,0,0,0,0,0,0,0.42834645669291344,0.2771653543307087,0.29448818897637796,0.3971865949524204,0.29168390566818375,0.311129499379396,2.0
11840,-5.0,6.0,4.0,11.0,1.0,3.0,10.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0.22370012091898434,0.2684401451027812,0.5078597339782346,0.23355025307302962,0.27476500361532896,0.49168474331164125,0.0
11841,-4.0,1.0,8.0,6.0,4.0,0.0,3.0,8.0,0,0,0,0,1,0,0,0,0,0,0,0.5657627796668286,0.26245106723433437,0.17178615309883705,0.5518087063151441,0.26057633353770693,0.187614960147149,2.0
11842,13.0,-2.0,9.0,7.0,4.0,1.0,5.0,4.0,0,0,0,0,1,0,0,0,0,0,0,0.7333822254816987,0.17201146743116208,0.09460630708713914,0.7177033492822966,0.18660287081339713,0.09569377990430622,2.0
11843,18.0,-10.0,12.0,5.0,4.0,1.0,5.0,4.0,0,0,0,0,1,0,0,0,0,0,0,0.6674116604369774,0.21579129898655158,0.11679704057647104,0.656251241217407,0.215214032916563,0.12853472586603004,2.0
11844,3.0,11.0,9.0,10.0,0.0,3.0,5.0,5.0,0,0,0,0,1,0,0,0,0,0,0,0.19865983445013796,0.2621206148994876,0.5392195506503745,0.2038175347783889,0.2604335166612747,0.5357489485603365,2.0
11845,0.0,7.0,8.0,10.0,1.0,1.0,5.0,2.0,0,0,0,0,1,0,0,0,0,0,0,0.4674220963172805,0.28328611898017003,0.2492917847025496,0.4689603590127151,0.2842183994016455,0.2468212415856395,1.0
11846,-18.0,-3.0,3.0,6.0,2.0,3.0,3.0,8.0,0,0,0,0,1,0,0,0,0,0,0,0.3277755185034567,0.3066287108580724,0.36559577063847093,0.3282828282828283,0.3118686868686869,0.35984848484848486,2.0
11847,-10.0,-9.0,1.0,3.0,0.0,0.0,2.0,10.0,0,0,0,0,1,0,0,0,0,0,0,0.41401273885350315,0.2929936305732484,0.2929936305732484,0.40590405904059046,0.2829028290282903,0.31119311193111926,1.0
11848,12.0,-6.0,12.0,2.0,0.0,0.0,1.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0.7784120394395433,0.15827711468604044,0.06331084587441618,0.7636967349197565,0.15528500276701715,0.08101826231322634,2.0
11849,7.0,16.0,10.0,10.0,0.0,5.0,2.0,5.0,0,0,0,0,1,0,0,0,0,0,0,0.2123585726718886,0.2654482158398608,0.5221932114882506,0.20287902304241784,0.2871518479984991,0.509969128959083,1.0
11850,8.0,20.0,11.0,13.0,1.0,3.0,6.0,4.0,0,0,0,0,1,0,0,0,0,0,0,0.32907857997606704,0.2891902672516953,0.3817311527722378,0.32907857997606704,0.2891902672516953,0.3817311527722378,2.0
11851,9.0,2.0,9.0,8.0,5.0,1.0,5.0,6.0,0,0,0,0,1,0,0,0,0,0,0,0.6043404859191113,0.24968804286658017,0.14597147121430842,0.5948259583307106,0.26682192987977593,0.13835211178951343,2.0
11852,9.0,-3.0,11.0,9.0,2.0,2.0,2.0,2.0,0,0,0,0,1,0,0,0,0,0,0,0.47482014388489213,0.2877697841726619,0.23741007194244607,0.4665769403319875,0.294302377747869,0.23912068192014357,0.0
11853,-3.0,-8.0,7.0,6.0,0.0,1.0,4.0,4.0,0,0,0,0,1,0,0,0,0,0,0,0.42285270112708895,0.29731830547998445,0.27982899339292655,0.41354540790148797,0.30015392508978966,0.2863006670087225,0.0
11854,-12.0,1.0,5.0,9.0,2.0,1.0,3.0,5.0,0,0,0,0,1,0,0,0,0,0,0,0.42307692307692313,0.2884615384615385,0.2884615384615385,0.39008264462809916,0.29256198347107437,0.3173553719008264,1.0
11855,-9.0,8.0,6.0,9.0,0.0,2.0,4.0,5.0,0,0,0,0,1,0,0,0,0,0,0,0.18181818181818185,0.27272727272727276,0.5454545454545455,0.2073170731707317,0.27439024390243905,0.5182926829268293,0.0
11856,-9.0,5.0,2.0,9.0,0.0,0.0,1.0,3.0,0,0,0,0,1,0,0,0,0,0,0,0.2796610169491525,0.288135593220339,0.43220338983050843,0.29076860512403413,0.28629524196827977,0.422936152907686,1.0
11857,-7.0,-14.0,3.0,4.0,1.0,0.0,11.0,3.0,0,0,0,0,1,0,0,0,0,0,0,0.43220338983050843,0.288135593220339,0.2796610169491525,0.4247787610619469,0.2920353982300885,0.2831858407079646,0.0
11858,0.0,-6.0,10.0,6.0,3.0,3.0,2.0,7.0,0,0,0,0,1,0,0,0,0,0,0,0.5717651950932151,0.2546261002148451,0.17360870469193984,0.5611722264285397,0.26032156059323924,0.17850621297822117,1.0
11859,16.0,-11.0,10.0,5.0,2.0,1.0,5.0,4.0,0,0,0,0,1,0,0,0,0,0,0,0.78031212484994,0.14645858343337334,0.07322929171668667,0.7457627118644068,0.1694915254237288,0.0847457627118644,2.0
11860,-3.0,-1.0,7.0,5.0,2.0,2.0,4.0,8.0,0,0,0,0,1,0,0,0,0,0,0,0.41395531164249316,0.2975303802430419,0.2885143081144649,0.40590405904059046,0.31119311193111926,0.2829028290282903,2.0
11861,18.0,5.0,12.0,10.0,2.0,1.0,4.0,2.0,0,0,0,0,1,0,0,0,0,0,0,0.49988098071887643,0.2727921923351583,0.22732682694596523,0.47922848664688433,0.27485163204747776,0.245919881305638,2.0
11862,3.0,-10.0,9.0,1.0,0.0,0.0,6.0,3.0,0,0,0,0,1,0,0,0,0,0,0,0.5524619634322796,0.2654886657605121,0.1820493708072083,0.5477308294209703,0.26604068857589985,0.1862284820031299,2.0
11863,-1.0,9.0,7.0,12.0,1.0,2.0,6.0,5.0,0,0,0,0,1,0,0,0,0,0,0,0.34747637241101953,0.2986125075407199,0.3539111200482606,0.34010564811052413,0.30719219829337663,0.3527021535960991,0.0
11864,-6.0,-3.0,6.0,6.0,1.0,4.0,7.0,6.0,0,0,0,0,1,0,0,0,0,0,0,0.3682864450127877,0.29923273657289,0.3324808184143222,0.37121510027526544,0.3016122689736532,0.3271726307510814,0.0
11865,-13.0,19.0,4.0,12.0,1.0,3.0,3.0,4.0,0,0,0,0,1,0,0,0,0,0,0,0.19062027231467474,0.264750378214826,0.5446293494704992,0.19062027231467474,0.264750378214826,0.5446293494704992,1.0
11866,-11.0,-1.0,1.0,5.0,0.0,0.0,3.0,8.0,0,0,0,0,1,0,0,0,0,0,0,0.33880903490759756,0.3162217659137577,0.3449691991786448,0.34444444444444444,0.31111111111111106,0.34444444444444444,0.0
11867,14.0,-9.0,12.0,6.0,1.0,0.0,1.0,4.0,0,0,0,0,1,0,0,0,0,0,0,0.6363636363636365,0.2272727272727273,0.13636363636363638,0.6227217496962333,0.22782503037667073,0.14945321992709598,1.0
11868,3.0,3.0,8.0,9.0,1.0,2.0,4.0,6.0,0,0,0,0,1,0,0,0,0,0,0,0.46281601771544567,0.28750692009595863,0.24967706218859564,0.4569015166058744,0.2754847379535419,0.26761374544058353,2.0
11869,-9.0,19.0,3.0,11.0,1.0,3.0,10.0,5.0,0,0,0,0,1,0,0,0,0,0,0,0.11906893464637423,0.20053715308863027,0.6803939122649956,0.12281196532987382,0.20691146332750485,0.6702765713426213,0.0
11870,10.0,-9.0,13.0,2.0,0.0,0.0,4.0,2.0,0,0,0,0,1,0,0,0,0,0,0,0.7966834895457823,0.14708002883922133,0.05623648161499639,0.7914572864321607,0.14070351758793967,0.06783919597989949,2.0
11871,11.0,-2.0,10.0,9.0,5.0,1.0,5.0,3.0,0,0,0,0,1,0,0,0,0,0,0,0.5885015844273427,0.26482571299230423,0.14667270258035311,0.5885015844273427,0.26482571299230423,0.14667270258035311,2.0
11872,1.0,-1.0,9.0,8.0,3.0,1.0,2.0,4.0,0,0,0,0,1,0,0,0,0,0,0,0.6543619089837492,0.21912812194605918,0.12650996907019152,0.6441717791411044,0.2223926380368098,0.13343558282208587,1.0
11873,-1.0,-10.0,5.0,5.0,1.0,2.0,8.0,4.0,0,0,0,0,1,0,0,0,0,0,0,0.4527177959791511,0.29709605361131797,0.2501861504095309,0.4233870967741935,0.3104838709677419,0.2661290322580645,0.0
11874,-5.0,-3.0,6.0,8.0,1.0,1.0,5.0,3.0,0,0,0,0,1,0,0,0,0,0,0,0.32907857997606704,0.2891902672516953,0.3817311527722378,0.3394255874673629,0.28720626631853785,0.3733681462140992,2.0
11875,-13.0,-8.0,2.0,3.0,0.0,0.0,2.0,10.0,0,0,0,0,1,0,0,0,0,0,0,0.3648208469055374,0.29641693811074915,0.33876221498371334,0.35917421529386984,0.3012428902464715,0.3395828944596588,2.0
11876,5.0,-12.0,9.0,1.0,0.0,0.0,4.0,3.0,0,0,0,0,1,0,0,0,0,0,0,0.5895128762022959,0.25131864722308406,0.1591684765746199,0.5960720381078533,0.2599536388414805,0.14397432305066613,0.0
11877,21.0,11.0,12.0,13.0,2.0,1.0,4.0,4.0,0,0,0,0,1,0,0,0,0,0,0,0.5717651950932151,0.2546261002148451,0.17360870469193984,0.5613836121349589,0.26509781684150835,0.17351857102353274,2.0
11878,-3.0,10.0,7.0,10.0,0.0,6.0,5.0,5.0,0,0,0,0,1,0,0,0,0,0,0,0.1365138252854907,0.25482580719958264,0.6086603675149267,0.1580946352270929,0.25636967874663713,0.58553568602627,0.0
11879,19.0,-6.0,12.0,6.0,4.0,0.0,4.0,7.0,0,0,0,0,1,0,0,0,0,0,0,0.6340391980175715,0.2196440639783735,0.14631673800405498,0.6349206349206349,0.23809523809523808,0.12698412698412698,0.0
11880,3.0,14.0,9.0,12.0,1.0,2.0,6.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0.25496688741721857,0.2897350993377484,0.4552980132450331,0.27402135231316727,0.2823250296559905,0.4436536180308422,1.0
11881,-2.0,-10.0,7.0,4.0,2.0,2.0,5.0,4.0,0,0,0,0,1,0,0,0,0,0,0,0.5895128762022959,0.25131864722308406,0.1591684765746199,0.5579798268831819,0.2867157879676658,0.15530438514915226,2.0
11882,-5.0,-7.0,6.0,6.0,4.0,1.0,7.0,5.0,0,0,0,0,1,0,0,0,0,0,0,0.5182625863770978,0.27097729516288255,0.21076011846001974,0.5030540935415162,0.2820151736520622,0.2149307328064215,2.0
11883,-10.0,23.0,4.0,13.0,2.0,2.0,4.0,4.0,0,0,0,0,1,0,0,0,0,0,0,0.11900326747488318,0.2198674687757657,0.661129263749351,0.13561190738699008,0.23153252480705624,0.6328555678059536,2.0
11884,-11.0,-4.0,2.0,8.0,0.0,0.0,3.0,3.0,0,0,0,0,1,0,0,0,0,0,0,0.19062027231467474,0.264750378214826,0.5446293494704992,0.19062027231467474,0.264750378214826,0.5446293494704992,1.0
11885,17.0,-9.0,12.0,6.0,3.0,2.0,2.0,3.0,0,0,0,0,1,0,0,0,0,0,0,0.6613756613756613,0.21164021164021163,0.12698412698412698,0.6227544910179641,0.23353293413173654,0.14371257485029942,2.0
11886,-12.0,-2.0,3.0,5.0,0.0,0.0,2.0,7.0,0,0,0,0,1,0,0,0,0,0,0,0.30670926517571884,0.2971246006389776,0.39616613418530355,0.3007518796992481,0.3107769423558897,0.3884711779448622,0.0
11887,-10.0,-4.0,2.0,7.0,1.0,0.0,10.0,4.0,0,0,0,0,1,0,0,0,0,0,0,0.3156822810590631,0.3054989816700611,0.3788187372708758,0.3277755185034567,0.3066287108580724,0.36559577063847093,0.0
11888,10.0,2.0,13.0,8.0,2.0,2.0,3.0,4.0,0,0,0,0,1,0,0,0,0,0,0,0.5883926183471516,0.23829901043059643,0.17330837122225196,0.5766312594840667,0.25037936267071315,0.17298937784522,2.0
11889,-2.0,14.0,8.0,11.0,0.0,4.0,3.0,5.0,0,0,0,0,1,0,0,0,0,0,0,0.2644026109166588,0.29287673824614513,0.4427206508371961,0.2796610169491525,0.288135593220339,0.43220338983050843,0.0
11890,0.0,17.0,8.0,12.0,0.0,4.0,4.0,3.0,0,0,0,0,1,0,0,0,0,0,0,0.34416118421052627,0.30530427631578944,0.3505345394736841,0.3409090909090909,0.3181818181818181,0.3409090909090909,1.0
11891,0.0,-2.0,6.0,7.0,1.0,2.0,6.0,6.0,0,0,0,0,1,0,0,0,0,0,0,0.39616613418530355,0.30670926517571884,0.2971246006389776,0.3827160493827161,0.30864197530864196,0.30864197530864196,2.0
11892,-3.0,-11.0,8.0,2.0,0.0,0.0,3.0,4.0,0,0,0,0,1,0,0,0,0,0,0,0.5717651950932151,0.2546261002148451,0.17360870469193984,0.5613836121349589,0.26509781684150835,0.17351857102353274,2.0
11893,-1.0,-9.0,7.0,5.0,2.0,2.0,4.0,3.0,0,0,0,0,1,0,0,0,0,0,0,0.4992827177367116,0.28047940908150565,0.2202378731817827,0.4759206798866855,0.29745042492917845,0.22662889518413595,0.0
11894,15.0,21.0,11.0,13.0,3.0,1.0,5.0,2.0,0,0,0,0,1,0,0,0,0,0,0,0.5717651950932151,0.2546261002148451,0.17360870469193984,0.5696460056964601,0.2718025227180252,0.15855147158551472,2.0
11895,-4.0,5.0,8.0,7.0,4.0,1.0,2.0,6.0,0,0,0,0,1,0,0,0,0,0,0,0.6550984597387405,0.22616494443361276,0.1187365958276467,0.6328555678059536,0.23153252480705624,0.13561190738699008,1.0
11896,-4.0,-12.0,8.0,1.0,2.0,1.0,3.0,10.0,0,0,0,0,1,0,0,0,0,0,0,0.6956875508543532,0.19918633034987795,0.10512611879576893,0.7005604483586869,0.19055244195356286,0.10888710968775019,1.0
11897,19.0,18.0,12.0,12.0,3.0,3.0,4.0,4.0,0,0,0,0,1,0,0,0,0,0,0,0.6067809651932196,0.2200106501970796,0.17320838460970087,0.5830903790087463,0.25655976676384834,0.16034985422740522,1.0
11898,5.0,1.0,9.0,7.0,1.0,2.0,7.0,4.0,0,0,0,0,1,0,0,0,0,0,0,0.3827160493827161,0.30864197530864196,0.30864197530864196,0.3676381909547739,0.3083417085427136,0.32402010050251256,1.0
11899,-13.0,10.0,5.0,13.0,3.0,2.0,3.0,3.0,0,0,0,0,1,0,0,0,0,0,0,0.23741007194244607,0.2877697841726619,0.47482014388489213,0.24375743162901312,0.2925089179548157,0.46373365041617126,0.0
11900,-3.0,16.0,7.0,11.0,2.0,2.0,5.0,5.0,0,0,0,0,1,0,0,0,0,0,0,0.15916847657461994,0.2513186472230841,0.5895128762022961,0.16559300196650167,0.2573404760290228,0.5770665220044755,0.0
11901,-8.0,-2.0,6.0,8.0,0.0,0.0,2.0,3.0,0,0,0,0,1,0,0,0,0,0,0,0.3827160493827161,0.30864197530864196,0.30864197530864196,0.3827160493827161,0.30864197530864196,0.30864197530864196,0.0
11902,-14.0,16.0,2.0,11.0,0.0,0.0,4.0,5.0,0,0,0,0,1,0,0,0,0,0,0,0.08671011618022102,0.21195806177387358,0.7013318220459053,0.1002033158669025,0.21984561217911633,0.6799510719539813,0.0
11903,21.0,0.0,13.0,6.0,5.0,0.0,2.0,6.0,0,0,0,0,1,0,0,0,0,0,0,0.661129263749351,0.2198674687757657,0.11900326747488318,0.6424592792640729,0.22639041269305424,0.1311503080428728,2.0
11904,-14.0,-3.0,3.0,8.0,0.0,0.0,2.0,4.0,0,0,0,0,1,0,0,0,0,0,0,0.17419230874804426,0.2521204468721693,0.5736872443797865,0.19062027231467474,0.264750378214826,0.5446293494704992,0.0
11905,-12.0,3.0,1.0,9.0,3.0,1.0,10.0,6.0,0,0,0,0,1,0,0,0,0,0,0,0.3515188335358444,0.28760631834750905,0.3608748481166464,0.3451714663681693,0.2966317289101455,0.3581968047216852,1.0
11906,13.0,-8.0,13.0,7.0,2.0,3.0,3.0,3.0,0,0,0,0,1,0,0,0,0,0,0,0.5446293494704992,0.264750378214826,0.19062027231467474,0.5446293494704992,0.264750378214826,0.19062027231467474,0.0
11907,15.0,0.0,11.0,7.0,5.0,1.0,5.0,4.0,0,0,0,0,1,0,0,0,0,0,0,0.6340391980175715,0.2196440639783735,0.14631673800405498,0.6340391980175715,0.2196440639783735,0.14631673800405498,2.0
11908,7.0,-9.0,7.0,6.0,0.0,4.0,7.0,5.0,0,0,0,0,1,0,0,0,0,0,0,0.44134505158578524,0.28754298815437523,0.2711119602598395,0.44134505158578524,0.28754298815437523,0.2711119602598395,2.0
11909,-1.0,-16.0,7.0,5.0,3.0,2.0,5.0,3.0,0,0,0,0,1,0,0,0,0,0,0,0.5717651950932151,0.2546261002148451,0.17360870469193984,0.5542758422113446,0.2723869853152893,0.17333717247336597,0.0
11910,-2.0,15.0,6.0,11.0,2.0,3.0,5.0,5.0,0,0,0,0,1,0,0,0,0,0,0,0.2796610169491525,0.288135593220339,0.43220338983050843,0.27982899339292655,0.29731830547998445,0.42285270112708895,1.0
11911,-2.0,12.0,8.0,13.0,0.0,1.0,3.0,2.0,0,0,0,0,1,0,0,0,0,0,0,0.27982899339292655,0.29731830547998445,0.42285270112708895,0.27982899339292655,0.29731830547998445,0.42285270112708895,0.0
11912,17.0,-11.0,12.0,1.0,2.0,0.0,4.0,11.0,0,0,0,0,1,0,0,0,0,0,0,0.8138538734549016,0.13602986170603354,0.050116264839064985,0.8049446600546212,0.13569067126635043,0.05936466867902831,2.0
11913,-7.0,-15.0,8.0,2.0,0.0,0.0,2.0,4.0,0,0,0,0,1,0,0,0,0,0,0,0.6803939122649956,0.20053715308863027,0.11906893464637423,0.6799510719539813,0.21984561217911633,0.1002033158669025,1.0
11914,1.0,-8.0,9.0,6.0,3.0,0.0,4.0,2.0,0,0,0,0,1,0,0,0,0,0,0,0.6363636363636365,0.2272727272727273,0.13636363636363638,0.6150206978119456,0.23832052040212892,0.1466587817859255,0.0
11915,20.0,-2.0,12.0,7.0,4.0,1.0,5.0,4.0,0,0,0,0,1,0,0,0,0,0,0,0.7026858213616489,0.19113054341036853,0.10618363522798249,0.6797583081570997,0.21148036253776434,0.10876132930513595,2.0
11916,-11.0,24.0,6.0,14.0,1.0,4.0,4.0,2.0,0,0,0,0,1,0,0,0,0,0,0,0.2188711590403955,0.2632533662902535,0.517875474669351,0.2119476268412439,0.27250409165302786,0.5155482815057284,0.0
11917,4.0,-16.0,9.0,3.0,0.0,0.0,7.0,2.0,0,0,0,0,1,0,0,0,0,0,0,0.6245817532902074,0.23890252063350434,0.13651572607628817,0.6080529945374101,0.23283980522530098,0.15910720023728897,1.0
11918,-16.0,-5.0,5.0,7.0,2.0,1.0,3.0,4.0,0,0,0,0,1,0,0,0,0,0,0,0.4337464251668255,0.29361296472831266,0.27264061010486174,0.41257367387033395,0.3163064833005893,0.2711198428290766,2.0
11919,-7.0,-6.0,6.0,6.0,0.0,2.0,4.0,4.0,0,0,0,0,1,0,0,0,0,0,0,0.40177519440735215,0.30845966538370906,0.28976514020893884,0.40506329113924056,0.2974683544303798,0.2974683544303798,0.0
11920,-4.0,-2.0,7.0,6.0,2.0,2.0,2.0,5.0,0,0,0,0,1,0,0,0,0,0,0,0.41349548842683403,0.3067869752844252,0.27971753628874063,0.39616613418530355,0.30670926517571884,0.2971246006389776,0.0
11921,-15.0,-12.0,2.0,6.0,0.0,0.0,5.0,3.0,0,0,0,0,1,0,0,0,0,0,0,0.30864197530864196,0.30864197530864196,0.3827160493827161,0.3180446590223295,0.30778515389257693,0.3741701870850936,2.0
11922,25.0,-6.0,14.0,8.0,2.0,3.0,2.0,3.0,0,0,0,0,1,0,0,0,0,0,0,0.5281969817315331,0.27164416203335984,0.20015885623510724,0.5155482815057284,0.27250409165302786,0.2119476268412439,0.0
11923,-16.0,18.0,3.0,12.0,0.0,0.0,3.0,5.0,0,0,0,0,1,0,0,0,0,0,0,0.07322929171668667,0.14645858343337334,0.78031212484994,0.0830564784053156,0.1528239202657807,0.7641196013289036,0.0
11924,-14.0,-13.0,1.0,6.0,1.0,1.0,10.0,3.0,0,0,0,0,1,0,0,0,0,0,0,0.43220338983050843,0.288135593220339,0.2796610169491525,0.40692556001173824,0.2942384818546415,0.2988359581336203,0.0
11925,12.0,7.0,13.0,9.0,3.0,1.0,2.0,8.0,0,0,0,0,1,0,0,0,0,0,0,0.6119806990702601,0.24020242438507708,0.14781687654466283,0.5875440658049352,0.25381903642773207,0.15863689776733253,0.0
11926,16.0,3.0,11.0,9.0,2.0,1.0,6.0,4.0,0,0,0,0,1,0,0,0,0,0,0,0.4767025089605735,0.27240143369175623,0.25089605734767023,0.47482014388489213,0.2877697841726619,0.23741007194244607,1.0
11927,-2.0,-2.0,7.0,8.0,0.0,1.0,4.0,3.0,0,0,0,0,1,0,0,0,0,0,0,0.48989457444073026,0.28948315762406784,0.2206222679352018,0.49680090327436954,0.2875423409860745,0.21565675573955587,0.0
11928,-10.0,-1.0,4.0,0.0,0.0,0.0,7.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.5454545454545455,0.27272727272727276,0.18181818181818185,0.5362776025236593,0.27602523659305994,0.18769716088328076,2.0
11929,-15.0,-5.0,2.0,7.0,0.0,1.0,7.0,4.0,0,0,0,0,1,0,0,0,0,0,0,0.42307692307692313,0.2884615384615385,0.2884615384615385,0.40590405904059046,0.31119311193111926,0.2829028290282903,0.0
11930,0.0,9.0,0.0,9.0,0.0,0.0,0.0,6.0,0,0,0,0,1,0,0,0,0,0,0,0.2119476268412439,0.27250409165302786,0.5155482815057284,0.22194777699364857,0.2741707833450953,0.5038814396612561,0.0
11931,-3.0,20.0,7.0,12.0,1.0,3.0,7.0,2.0,0,0,0,0,1,0,0,0,0,0,0,0.2796610169491525,0.288135593220339,0.43220338983050843,0.28629524196827977,0.29076860512403413,0.422936152907686,2.0
11932,10.0,-5.0,9.0,6.0,2.0,1.0,4.0,8.0,0,0,0,0,1,0,0,0,0,0,0,0.4767025089605735,0.27240143369175623,0.25089605734767023,0.4564841498559078,0.28357348703170027,0.25994236311239194,2.0
11933,-2.0,-2.0,7.0,5.0,0.0,0.0,4.0,8.0,0,0,0,0,1,0,0,0,0,0,0,0.6363636363636365,0.2272727272727273,0.13636363636363638,0.6227217496962333,0.22782503037667073,0.14945321992709598,2.0
11934,7.0,14.0,7.0,12.0,1.0,4.0,10.0,5.0,0,0,0,0,1,0,0,0,0,0,0,0.3648208469055374,0.29641693811074915,0.33876221498371334,0.3659177122847972,0.2938430113802159,0.34023927633498685,2.0
11935,6.0,6.0,10.0,11.0,0.0,1.0,5.0,4.0,0,0,0,0,1,0,0,0,0,0,0,0.38247011952191234,0.298804780876494,0.31872509960159356,0.35984848484848486,0.3118686868686869,0.3282828282828283,2.0
11936,-9.0,-1.0,5.0,7.0,2.0,1.0,5.0,5.0,0,0,0,0,1,0,0,0,0,0,0,0.4446939921392476,0.28972487366647953,0.26558113419427287,0.43398484244116475,0.29158356601515756,0.2744315915436777,0.0
11937,1.0,0.0,7.0,9.0,1.0,1.0,5.0,3.0,0,0,0,0,1,0,0,0,0,0,0,0.38247011952191234,0.298804780876494,0.31872509960159356,0.3658536585365854,0.3170731707317074,0.3170731707317074,1.0
11938,2.0,20.0,8.0,13.0,1.0,3.0,5.0,2.0,0,0,0,0,1,0,0,0,0,0,0,0.39616613418530355,0.2971246006389776,0.30670926517571884,0.3875,0.30625,0.30625,2.0
11939,1.0,-20.0,7.0,3.0,1.0,0.0,4.0,3.0,0,0,0,0,1,0,0,0,0,0,0,0.7318695941450432,0.17298735861610112,0.09514304723885562,0.7318695941450432,0.17298735861610112,0.09514304723885562,2.0
